Lexeme: declare               Line No: 3    Token: DECLARE               Value: -                Parent Node: moduleDeclaration     Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         
Lexeme: r2_ABC                Line No: 18   Token: ID                    Value: -                Parent Node: newX                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: ,                     Line No: 18   Token: COMMA                 Value: -                Parent Node: newX                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: newX                  Leaf Node: No   Node Symbol: newX                Rule Number: 63        

Lexeme: R3_abc                Line No: 18   Token: ID                    Value: -                Parent Node: newX                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: E                     Line No: 18   Token: E                     Value: -                Parent Node: newX                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: newX                  Leaf Node: No   Node Symbol: newX                Rule Number: 64        

Lexeme: ]                     Line No: 18   Token: SQBC                  Value: -                Parent Node: optional              Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: :=                    Line No: 18   Token: ASSIGNOP              Value: -                Parent Node: optional              Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: simpleStmt            Leaf Node: No   Node Symbol: moduleReuseStmt     Rule Number: 59        

Lexeme: use                   Line No: 18   Token: USE                   Value: -                Parent Node: moduleReuseStmt       Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: module                Line No: 18   Token: MODULE                Value: -                Parent Node: moduleReuseStmt       Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: compute               Line No: 18   Token: ID                    Value: -                Parent Node: moduleReuseStmt       Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: with                  Line No: 18   Token: WITH                  Value: -                Parent Node: moduleReuseStmt       Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: parameters            Line No: 18   Token: PARAMETERS            Value: -                Parent Node: moduleReuseStmt       Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: var_1_                Line No: 18   Token: ID                    Value: -                Parent Node: idList                Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: moduleReuseStmt       Leaf Node: No   Node Symbol: idList              Rule Number: 62        

Lexeme: ,                     Line No: 18   Token: COMMA                 Value: -                Parent Node: newX                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: idList                Leaf Node: No   Node Symbol: newX                Rule Number: 63        

Lexeme: var_2_                Line No: 18   Token: ID                    Value: -                Parent Node: newX                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: ,                     Line No: 18   Token: COMMA                 Value: -                Parent Node: newX                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: newX                  Leaf Node: No   Node Symbol: newX                Rule Number: 63        

Lexeme: var_34                Line No: 18   Token: ID                    Value: -                Parent Node: newX                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: E                     Line No: 18   Token: E                     Value: -                Parent Node: newX                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: newX                  Leaf Node: No   Node Symbol: newX                Rule Number: 64        

Lexeme: ;                     Line No: 18   Token: SEMICOL               Value: -                Parent Node: moduleReuseStmt       Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: statement             Leaf Node: No   Node Symbol: simpleStmt          Rule Number: 51        

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: statements            Leaf Node: No   Node Symbol: statement           Rule Number: 36        

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: new3                  Leaf Node: No   Node Symbol: statements          Rule Number: 32        

Lexeme: E                     Line No: 20   Token: E                     Value: -                Parent Node: new3                  Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: statements            Leaf Node: No   Node Symbol: new3                Rule Number: 34        

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: statements            Leaf Node: No   Node Symbol: new3                Rule Number: 33        

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: statements            Leaf Node: No   Node Symbol: new3                Rule Number: 33        

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: statements            Leaf Node: No   Node Symbol: new3                Rule Number: 33        

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: statements            Leaf Node: No   Node Symbol: new3                Rule Number: 33        

Lexeme: end                   Line No: 20   Token: END                   Value: -                Parent Node: moduleDef             Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: E                     Line No: 20   Token: E                     Value: -                Parent Node: otherModules          Leaf Node: Yes  Node Symbol: -                   Rule Number: 0         

Lexeme: -                     Line No: -    Token: -                     Value: -                Parent Node: program               Leaf Node: No   Node Symbol: otherModules        Rule Number: 6         

